"WBXA097.Code.or.Value","WBXA097.Value.Description","WBXA097.Count","WBXA097.Cumulative","WBXA097.Skip.to.Item"
"-211.7155 to 0.9968","Range of Values",8554,8554,NA
".","Missing",0,8554,NA
