"SXQ806.Code.or.Value","SXQ806.Value.Description","SXQ806.Count","SXQ806.Cumulative","SXQ806.Skip.to.Item"
"1","Yes",846,846,NA
"2","No",1342,2188,NA
"7","Refused",5,2193,NA
"9","Don't know",5,2198,NA
".","Missing",2859,5057,NA
