"AUXRR252.Code.or.Value","AUXRR252.Value.Description","AUXRR252.Count","AUXRR252.Cumulative","AUXRR252.Skip.to.Item"
"-29 to 110","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
