"AUXRR114.Code.or.Value","AUXRR114.Value.Description","AUXRR114.Count","AUXRR114.Cumulative","AUXRR114.Skip.to.Item"
"-78 to 104","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
