"AUDTYL58.Code.or.Value","AUDTYL58.Value.Description","AUDTYL58.Count","AUDTYL58.Cumulative","AUDTYL58.Skip.to.Item"
"0 to 3.28","Range of Values",1893,1893,NA
".","Missing",153,2046,NA
