"CIQD023.Code.or.Value","CIQD023.Value.Description","CIQD023.Count","CIQD023.Cumulative","CIQD023.Skip.to.Item"
"1","Yes",21,21,""
"2","No",23,44,"CIQD025"
"7","Refuse",0,44,"CIQD025"
"9","Don't know",2,46,"CIQD025"
".","Missing",882,928,""
