"SMQ750.Code.or.Value","SMQ750.Value.Description","SMQ750.Count","SMQ750.Cumulative","SMQ750.Skip.to.Item"
"1 to 6","Range of Values",14,14,NA
"77","Refused",0,14,NA
"99","Don't know",1,15,NA
".","Missing",6902,6917,NA
