"LBD138LC.Code.or.Value","LBD138LC.Value.Description","LBD138LC.Count","LBD138LC.Cumulative","LBD138LC.Skip.to.Item"
"0","detectable result",1820,1820,NA
"1","below detectable limit",473,2293,NA
".","Missing",254,2547,NA
