"TYXA138.Code.or.Value","TYXA138.Value.Description","TYXA138.Count","TYXA138.Cumulative","TYXA138.Skip.to.Item"
"0.202 to 6.719","Range of Values",7531,7531,NA
".","Missing",938,8469,NA
