"RFXT134.Code.or.Value","RFXT134.Value.Description","RFXT134.Count","RFXT134.Cumulative","RFXT134.Skip.to.Item"
"1167 to 1176","Range of Values",51056,51056,NA
".","Missing",20,51076,NA
