"TYXP098.Code.or.Value","TYXP098.Value.Description","TYXP098.Count","TYXP098.Cumulative","TYXP098.Skip.to.Item"
"-289 to 84","Range of Values",8463,8463,NA
".","Missing",6,8469,NA
