"CBD725.Code.or.Value","CBD725.Value.Description","CBD725.Count","CBD725.Cumulative","CBD725.Skip.to.Item"
"1","Always",515,515,NA
"2","Most of the time",344,859,NA
"3","Sometimes",467,1326,NA
"4","Rarely",464,1790,NA
"5","Never",430,2220,NA
"6","Never buy these items",19,2239,NA
"7","Refused",0,2239,NA
"9","Don't know",4,2243,NA
".","Missing",702,2945,NA
