"AUDTYR23.Code.or.Value","AUDTYR23.Value.Description","AUDTYR23.Count","AUDTYR23.Cumulative","AUDTYR23.Skip.to.Item"
"0 to 1.69","Range of Values",1682,1682,NA
".","Missing",125,1807,NA
