"DBQ330.Code.or.Value","DBQ330.Value.Description","DBQ330.Count","DBQ330.Cumulative","DBQ330.Skip.to.Item"
"1","Yes",136,136,NA
"2","No",1728,1864,NA
"7","Refused",3,1867,NA
"9","Don't know",0,1867,NA
".","Missing",9172,11039,NA
