"AUXRR170.Code.or.Value","AUXRR170.Value.Description","AUXRR170.Count","AUXRR170.Cumulative","AUXRR170.Skip.to.Item"
"-18 to 81","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
