"CIQD096.Code.or.Value","CIQD096.Value.Description","CIQD096.Count","CIQD096.Cumulative","CIQD096.Skip.to.Item"
"0 to 365","Range of Values",104,104,NA
"777","Refused",0,104,NA
"999","Don't know",2,106,NA
".","Missing",744,850,NA
