"FSD092.Code.or.Value","FSD092.Value.Description","FSD092.Count","FSD092.Cumulative","FSD092.Skip.to.Item"
"1","Yes",307,307,""
"2","No",1490,1797,"FSQBOX3"
"7","Refused",0,1797,"FSQBOX3"
"9","Don't know",0,1797,"FSQBOX3"
".","Missing",8174,9971,""
