"CIQP04.Code.or.Value","CIQP04.Value.Description","CIQP04.Count","CIQP04.Cumulative","CIQP04.Skip.to.Item"
"1","Yes",34,34,""
"2","No",225,259,"CIQP06"
"7","Refuse",0,259,"CIQP06"
"9","Don't know",0,259,"CIQP06"
".","Missing",669,928,""
