"AUXRR127.Code.or.Value","AUXRR127.Value.Description","AUXRR127.Count","AUXRR127.Cumulative","AUXRR127.Skip.to.Item"
"-51 to 62","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
