"AUXLR263.Code.or.Value","AUXLR263.Value.Description","AUXLR263.Count","AUXLR263.Cumulative","AUXLR263.Skip.to.Item"
"-39 to 86","Range of Values",2754,2754,NA
".","Missing",280,3034,NA
