"WBXA086.Code.or.Value","WBXA086.Value.Description","WBXA086.Count","WBXA086.Cumulative","WBXA086.Skip.to.Item"
"-0.6553 to 1","Range of Values",5682,5682,NA
".","Missing",0,5682,NA
