"DR2_040Z.Code.or.Value","DR2_040Z.Value.Description","DR2_040Z.Count","DR2_040Z.Cumulative","DR2_040Z.Skip.to.Item"
"1","Yes",71946,71946,NA
"2","No",27833,99779,NA
"7","Refused",0,99779,NA
"9","Don't know",1,99780,NA
".","Missing",900,100680,NA
