"DUQ280.Code.or.Value","DUQ280.Value.Description","DUQ280.Count","DUQ280.Cumulative","DUQ280.Skip.to.Item"
"1 to 30","Range of Values",76,76,NA
"777","Refused",0,76,NA
"999","Don't know",2,78,NA
".","Missing",5224,5302,NA
