"AUXLR248.Code.or.Value","AUXLR248.Value.Description","AUXLR248.Count","AUXLR248.Cumulative","AUXLR248.Skip.to.Item"
"-57 to 70","Range of Values",2754,2754,NA
".","Missing",280,3034,NA
