"RFXC005.Code.or.Value","RFXC005.Value.Description","RFXC005.Count","RFXC005.Cumulative","RFXC005.Skip.to.Item"
"-2.512 to 2.596","Range of Values",51076,51076,NA
".","Missing",0,51076,NA
