"MCQ220.Code.or.Value","MCQ220.Value.Description","MCQ220.Count","MCQ220.Cumulative","MCQ220.Skip.to.Item"
"1","Yes",520,520,""
"2","No",4883,5403,"MCQ245A"
"7","Refused",0,5403,"MCQ245A"
"9","Don't know",7,5410,"MCQ245A"
".","Missing",5060,10470,""
