"SXQ265.Code.or.Value","SXQ265.Value.Description","SXQ265.Count","SXQ265.Cumulative","SXQ265.Skip.to.Item"
"1","Yes",130,130,NA
"2","No",2996,3126,NA
"7","Refused",2,3128,NA
"9","Don't know",3,3131,NA
".","Missing",1665,4796,NA
