"SMQ819.Code.or.Value","SMQ819.Value.Description","SMQ819.Count","SMQ819.Cumulative","SMQ819.Skip.to.Item"
"1","Today",11,11,NA
"2","Yesterday",8,19,NA
"3","3 to 5 days ago",2,21,NA
"7","Refused",0,21,NA
"9","Don't know",0,21,NA
".","Missing",6528,6549,NA
