"AUXLR121.Code.or.Value","AUXLR121.Value.Description","AUXLR121.Count","AUXLR121.Cumulative","AUXLR121.Skip.to.Item"
"-69 to 48","Range of Values",1664,1664,NA
".","Missing",143,1807,NA
