"LBD187LC.Code.or.Value","LBD187LC.Value.Description","LBD187LC.Count","LBD187LC.Cumulative","LBD187LC.Skip.to.Item"
"0","detectable result",756,756,NA
"1","below detectable limit",1174,1930,NA
".","Missing",344,2274,NA
