"WBXP068.Code.or.Value","WBXP068.Value.Description","WBXP068.Count","WBXP068.Cumulative","WBXP068.Skip.to.Item"
"-101.2467 to 152.1808","Range of Values",8551,8551,NA
".","Missing",3,8554,NA
