"AUXLR161.Code.or.Value","AUXLR161.Value.Description","AUXLR161.Count","AUXLR161.Cumulative","AUXLR161.Skip.to.Item"
"-18 to 78","Range of Values",2754,2754,NA
".","Missing",280,3034,NA
