"AUXRR103.Code.or.Value","AUXRR103.Value.Description","AUXRR103.Count","AUXRR103.Cumulative","AUXRR103.Skip.to.Item"
"-77 to 46","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
