"RHQ570.Code.or.Value","RHQ570.Value.Description","RHQ570.Count","RHQ570.Cumulative","RHQ570.Skip.to.Item"
"1","Yes",54,54,""
"2","No",257,311,"RHQ578"
"7","Refused",1,312,"RHQ578"
"9","Don't know",30,342,"RHQ578"
".","Missing",2956,3298,""
