"CIQD061.Code.or.Value","CIQD061.Value.Description","CIQD061.Count","CIQD061.Cumulative","CIQD061.Skip.to.Item"
"1","Yes",5,5,"CIQD095"
"2","No",39,44,""
"7","Refuse",1,45,""
"9","Don't know",1,46,""
".","Missing",732,778,""
