"AUXRR126.Code.or.Value","AUXRR126.Value.Description","AUXRR126.Count","AUXRR126.Cumulative","AUXRR126.Skip.to.Item"
"-44 to 44","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
