"AUDTYL62.Code.or.Value","AUDTYL62.Value.Description","AUDTYL62.Count","AUDTYL62.Cumulative","AUDTYL62.Skip.to.Item"
"0 to 2.53","Range of Values",2154,2154,NA
".","Missing",214,2368,NA
