"AUDTYL51.Code.or.Value","AUDTYL51.Value.Description","AUDTYL51.Count","AUDTYL51.Cumulative","AUDTYL51.Skip.to.Item"
"0 to 3.19","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
