"AUXRR243.Code.or.Value","AUXRR243.Value.Description","AUXRR243.Count","AUXRR243.Cumulative","AUXRR243.Skip.to.Item"
"-31 to 93","Range of Values",1772,1772,NA
".","Missing",117,1889,NA
