"AUDTYL28.Code.or.Value","AUDTYL28.Value.Description","AUDTYL28.Count","AUDTYL28.Cumulative","AUDTYL28.Skip.to.Item"
"0 to 2.28","Range of Values",2756,2756,NA
".","Missing",278,3034,NA
