"SXQ260.Code.or.Value","SXQ260.Value.Description","SXQ260.Count","SXQ260.Cumulative","SXQ260.Skip.to.Item"
"1","Yes",94,94,NA
"2","No",2448,2542,NA
"7","Refused",0,2542,NA
"9","Don't know",2,2544,NA
".","Missing",448,2992,NA
