"AUXLR236.Code.or.Value","AUXLR236.Value.Description","AUXLR236.Count","AUXLR236.Cumulative","AUXLR236.Skip.to.Item"
"-8 to 51","Range of Values",2152,2152,NA
".","Missing",216,2368,NA
