"OHQ132.Code.or.Value","OHQ132.Value.Description","OHQ132.Count","OHQ132.Cumulative","OHQ132.Skip.to.Item"
"1","Yes",482,482,NA
"2","No",5589,6071,NA
".","Missing",2516,8587,NA
