"LBD183LC.Code.or.Value","LBD183LC.Value.Description","LBD183LC.Count","LBD183LC.Cumulative","LBD183LC.Skip.to.Item"
"0","At or above the detection limit",272,272,NA
"1","Below lower detection limit",14,286,NA
".","Missing",15,301,NA
