"CIQD113.Code.or.Value","CIQD113.Value.Description","CIQD113.Count","CIQD113.Cumulative","CIQD113.Skip.to.Item"
"7 to 37","Range of Values",23,23,NA
"77","Refuse",0,23,NA
"99","Don't know",5,28,NA
".","Missing",822,850,NA
