"DBQ935.Code.or.Value","DBQ935.Value.Description","DBQ935.Count","DBQ935.Cumulative","DBQ935.Skip.to.Item"
"1","Yes",3039,3039,NA
"2","No",3504,6543,NA
"7","Refused",2,6545,NA
"9","Don't know",1,6546,NA
".","Missing",3603,10149,NA
