"OHQ680.Code.or.Value","OHQ680.Value.Description","OHQ680.Count","OHQ680.Cumulative","OHQ680.Skip.to.Item"
"1","Very often",189,189,NA
"2","Fairly often",166,355,NA
"3","Occasionally",480,835,NA
"4","Hardly ever",541,1376,NA
"5","Never",4180,5556,NA
"7","Refused",2,5558,NA
"9","Don't know",5,5563,NA
".","Missing",0,5563,NA
