"AUXRR284.Code.or.Value","AUXRR284.Value.Description","AUXRR284.Count","AUXRR284.Cumulative","AUXRR284.Skip.to.Item"
"-4 to 41","Range of Values",1878,1878,NA
".","Missing",168,2046,NA
