"VTQ280A.Code.or.Value","VTQ280A.Value.Description","VTQ280A.Count","VTQ280A.Cumulative","VTQ280A.Skip.to.Item"
"1","Yes",224,224,NA
"2","No",3016,3240,NA
"7","Refused",0,3240,NA
"9","Don't know",1,3241,NA
".","Missing",304,3545,NA
