"CIQD054.Code.or.Value","CIQD054.Value.Description","CIQD054.Count","CIQD054.Cumulative","CIQD054.Skip.to.Item"
"1","Still going on",15,15,NA
"5","Ended",39,54,NA
"7","Refuse",0,54,NA
"9","Don't know",0,54,NA
".","Missing",724,778,NA
