"TYXP085.Code.or.Value","TYXP085.Value.Description","TYXP085.Count","TYXP085.Cumulative","TYXP085.Skip.to.Item"
"-224 to 102","Range of Values",8465,8465,NA
".","Missing",4,8469,NA
