"RFXC115.Code.or.Value","RFXC115.Value.Description","RFXC115.Count","RFXC115.Cumulative","RFXC115.Skip.to.Item"
"-7.555 to 5.694","Range of Values",33689,33689,NA
".","Missing",32,33721,NA
