"CBQ190.Code.or.Value","CBQ190.Value.Description","CBQ190.Count","CBQ190.Cumulative","CBQ190.Skip.to.Item"
"0 to 35","Range of Values",7988,7988,NA
"777","Refused",0,7988,NA
"999","Don't know",2,7990,NA
".","Missing",2159,10149,NA
