"AUXLR114.Code.or.Value","AUXLR114.Value.Description","AUXLR114.Count","AUXLR114.Cumulative","AUXLR114.Skip.to.Item"
"-51 to 63","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
