"SXQ120.Code.or.Value","SXQ120.Value.Description","SXQ120.Count","SXQ120.Cumulative","SXQ120.Skip.to.Item"
"0 to 255","Range of Values",1332,1332,NA
"77777","Refused",0,1332,NA
"99999","Don't know",1,1333,NA
".","Missing",1505,2838,NA
