"WBXA046.Code.or.Value","WBXA046.Value.Description","WBXA046.Count","WBXA046.Cumulative","WBXA046.Skip.to.Item"
"-28.8328 to 1","Range of Values",5682,5682,NA
".","Missing",0,5682,NA
