"SMQ670.Code.or.Value","SMQ670.Value.Description","SMQ670.Count","SMQ670.Cumulative","SMQ670.Skip.to.Item"
"1","Yes",159,159,NA
"2","No",134,293,NA
"7","Refused",0,293,NA
"9","Don't know",2,295,NA
".","Missing",7233,7528,NA
