"OHQ146.Code.or.Value","OHQ146.Value.Description","OHQ146.Count","OHQ146.Cumulative","OHQ146.Skip.to.Item"
"1","Yes",48,48,NA
"2","No",6091,6139,NA
"7","Refused",0,6139,NA
"9","Don't know",0,6139,NA
".","Missing",3459,9598,NA
