"CIQD108.Code.or.Value","CIQD108.Value.Description","CIQD108.Count","CIQD108.Cumulative","CIQD108.Skip.to.Item"
"0 to 28","Range of Values",69,69,NA
"77","Refuse",0,69,NA
"99","Don't know",0,69,NA
".","Missing",859,928,NA
