"AUXLR128.Code.or.Value","AUXLR128.Value.Description","AUXLR128.Count","AUXLR128.Cumulative","AUXLR128.Skip.to.Item"
"-95 to 124","Range of Values",1883,1883,NA
".","Missing",163,2046,NA
