"AUDTYL57.Code.or.Value","AUDTYL57.Value.Description","AUDTYL57.Count","AUDTYL57.Cumulative","AUDTYL57.Skip.to.Item"
"0 to 3","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
