"AUQ031.Code.or.Value","AUQ031.Value.Description","AUQ031.Count","AUQ031.Cumulative","AUQ031.Skip.to.Item"
"1","Yes",144,144,NA
"2","No",1829,1973,NA
"7","Refused",0,1973,NA
"9","Don't know",1,1974,NA
".","Missing",1157,3131,NA
