"SMD710.Code.or.Value","SMD710.Value.Description","SMD710.Count","SMD710.Cumulative","SMD710.Skip.to.Item"
"1 to 5","Range of Values",1179,1179,NA
"7","Refused",1,1180,NA
"9","Don't know",0,1180,NA
".","Missing",5578,6758,NA
