"AUXLR139.Code.or.Value","AUXLR139.Value.Description","AUXLR139.Count","AUXLR139.Cumulative","AUXLR139.Skip.to.Item"
"-18 to 43","Range of Values",2152,2152,NA
".","Missing",216,2368,NA
